,game,comment,username,confidence
1499,Tom Clancy's Rainbow Six Siege,"Ce jeu est bourré de défauts mais je l'adore , je n'y peux rien .
On se prend des headshot de l'espace et on se fait descendre à travers des murs incassables mais c'est la joie de la programmation avec le c . .
Je viens de prendre le season pass année 3 et j'attends Outbreak avec impatience.
Vive R6S . . . .",Karatohyzira,LOW
1500,Tom Clancy's Rainbow Six Siege,"Après avoir passé 400 heures sur Rainbow Six siège je donne enfin ma note finale
Ce jeu et une révolution une merveille de technique où seul les joueurs les plus chevronnés arriverons à gagner un gameplay digne de ce nom
Que ça soit en défense ou en attaque vous avez une liste d'opérateur qui ont tous une spécificité , en attaque j'aime utiliser Jackal car il a la spécificité de pouvoir scanner vos pas et d'indiquer à votre équipe où se trouve l'ennemi .
Il y a aussi thermite qui fait tout péter avec son C4 encore un excellente Agen
En défense on retrouvera notre très cher ami Rook qui donne des sacs de protection indispensable pour ne pas mourir trop vite
Dans ce jeu FPS tactique le team Play est de mise , chacun a ses fonctions et si vous voulez vraiment vous faire plaisir et vous améliorer je vous conseille vivement de rentrer dans une team
Je fais partie de la exo unity et je lance ce message à tous ceux qui désire intégrer une team afin de se faire plaisir sur ce jeu vous êtes les bienvenus.",david_stinger,LOW
1501,Tom Clancy's Rainbow Six Siege,"Clairement mon fps préféré du moment (et ce surement jusqu'à la sortie du prochain rainbow)beacoup de tactique , il est donc recommandé de jouer en team a ce jeu.
Graphiquement correct même si c'(est pas le top mais au moins on a une vraie destruction des decors.",HooperLeChaton,LOW
1502,Tom Clancy's Rainbow Six Siege,"C'est mon premier commentaire sur ce site. Je joue depuis le debut 2016 et je dois dire que c'est vraiment le jeu que je cherchai!  Avant, je jouai a COD. On avait l'action mais le jeu en équipe me manquai cruellement (dans COD, on est pas incité a jouer ensemble). Ici on a les deux. 95% des joueurs ont un micro, on joue ensemble. C'est du 5 vs 5, pas du 64 vs 64. Le plus fun est même de fréquenter une team et de connaitre ses coéquipiers. Les DLC sont de qualités, gratuits et relancent de l’intérêt tout les 3 mois avec 1 map et 2 opérateurs. Les mise a jours sont quasi mensuelles et corrige les bugs les plus gênants (les soucis décrit plus haut par jeuxvideo sont résolus depuis des lustres, il faut refaire le test les gars...). Les maps sont chouettes et (je trouve) offre des tonnes de possibilités. Les parties sont vraiment réalistes. On prend parfois un bon coup de stress, surtout quand tout le monde est mort et nous regarde en 1 vs 1  Les graphismes sont corrects mais légèrement en dessous de COD. Apres, a choisir, je préfère que les développeurs travaillent le gameplay et les soucis que les joueurs leur remonte. Bref, c'est mon jeu de l’année et de loin. Je le conseille a ceux qui en ont marre du tir au pigeon dans COD",antonito901,LOW
1503,Tom Clancy's Rainbow Six Siege,"19 pourquoi ? Déjà ce jeu est le premier à concurrencer CSGO (le jeu le plus aléatoire que j'ai connu et le plus pourri aussi..). Rainbow Six se base sur la réalité d'un groupe anti-terroriste. L'action se passe en ""close quarter"", les balles vont TOUT droit et très précisément, bien sûr le recul est existant et dangereux. Le contenu y est depuis 1an les développeurs du jeu on tout fait pour augmenter le nombre d'arme de skin d'accessoires (ces derniers influencent grandement la partie). Le travail d'équipe est présent constamment  le système de drone et de caméra et de destruction de mur et l'utilisation de gadgets renforce la dure réalité d'un combat en bâtiment violent et rapide.
19 et non 20 car le jeu a connu de nombreux bug latence et déséquilibrage pendant toute l'année mais en allant de mieux en mieux suite aux différents patchs.
LE MEILLEUR JEU DE L’ANNÉE 2015-2016",EMC0002,LOW
1504,Tom Clancy's Rainbow Six Siege,"Ce jeux est exellent: lors de sa sortie pour 60 euros j'ai pu bénéficier d'un jeux inscrit dans la durée: en effet les maj sont régulières et de qualité. L'arrivé de l'Esport ne fait que renforcé cette impression!
Graphiquement très propre, avec de nouvelles très belles maps qui viennent s'ajouter régulièrement. Les sessions de jeux sont superbes et chacune différentes. On ne s'ennuit jamais. On s'améliore sans cesse: on apprend a connaitre les maps par coeur les cameras, puis à contrer les positions d'attaques et de défense. Enfin on apprend divers techniques pour améliorer son tirs, son déplacement...
Les points négatifs sur PC etaient les bugs mais ils sont efficacement corrigés au fur et a mesure. Le point noir reste le cheat qui a pourri le jeu ses 2 derniers mois en ranked. Cependant ubi qui écoute les retours vient de lancer un nouveau système anti cheat très efficace et le plaisir et de retour en ranked(Fair fight+ Battle Eye).
Je vous conseille vivement ce jeux d'action, peux chère en +
lvl 100 sur Rb",Franccparleur,LOW
1505,Tom Clancy's Rainbow Six Siege,"20/20 parce que c'est simplement le jeu le plus novateur (dans le genre FPS) auquel j'ai pu jouer depuis trèèèèès longtemps. bien sûr il y des bugs, bien sûr il m'arrive de rager, mais quel pied géant !!! Je n'ai jamais branché mon micro avant, et là c'est tous les jours que je le fais tellement c'est grisant de pouvoir avancer en équipe dans ce jeu ! pas de chichis, pas de loot, pas de configuration qui dure des plombes, juste du plaisir immédiat et une vraie implication personnelle à chaque partie. J'adore !",gookie,LOW
1506,Tom Clancy's Rainbow Six Siege,"je voudrais savoir comment un intellectuel comme Al_FaNNaN,peux se permettre de mettre 5 a un jeu ou il a passé 400 h,peu importe que ce soit du multi 400 h c'est énorme pour un jeu a qui tu met 5,bref pour le moment je le trouve plutôt bon j'ai pas eu trop de bug cités par d'autres.
je lui mettrais 17  normalement,mais qui sait peut être après 900 h je lui mettrais aussi un 5..........",Mrblablablabla,LOW
1507,Tom Clancy's Rainbow Six Siege,"27 notes en dessous de la moyenne? Les gars autant pas donner son avis si c'est pour faire exprès de baisser la note du jeu
Il vaut clairement plus que 10
Et en l'état actuel de choses, apres plusieurs correctifs de bugs, une map et 2 agents gratuit, comme le reste des dlc( les agents sont dispos avec la monnaie du jeu) , le jeu a fait un bond en avant
Il est bien mieu. Qu'a sa sortie il y a quelques mois
Il a un bel avenir et une communauté francophone active
On notera au passage le manque totale de lucidité chez le testeur jvc "" on peu fer sortir lotaje lool??""
Faut vraiment être à la masse pour sortir ça, sur 10 games otages, il est sortit au moins 2 voir 3 fois
Le testeur a du jouer 2 h a la béta et à décidé que le jeu était nul
Il mérite 18 objectivement, ambiance, graphismes,optimisation, gameplay travaillé, GRATUITÉ des dlc halleluyah, un matchmaking un peu punitif en classé par contre, et un systeme de classement... obscur
Mais il vaut le détour, c'est certains",ruski,LOW
1508,Tom Clancy's Rainbow Six Siege,"Flem d'argumenter mais bon
 il mérite plus qu'un 16/20
La note juste serais 18/20 je lui met un 19/20 dans l'espoir de remonter cette note pitoyable
Bref je vais tenter de faire cours
Malgré ce a quoi il a l'air il n'est pas repetitif et tiens longtemp en mains c'est jouisif comme jeux car a la fois tactique et gorgé d'action
Un fps qui est plus ambicieux qu'il n'y parais Et puis bon avec tout les jeux a la con qui sortent en ce moment il mérite au moins cette note",coccitox,LOW
1509,Tom Clancy's Rainbow Six Siege,"Ce jeu est génial...Le meilleur de l'année 2015 et de toutes les autres...
Un gameplay très accessible, mais en même temps très technique une fois les combinaisons totalement prises en main...Le jeu du pierre, feuille, ciseaux est super bien pensé '( chaque atout peut-être contré ou contre un atout adversaire )'.
Le reste est juste sublime animation, décor totalement destructible, le son, le teamplay vraiment poussé...
Des heures de multi en vue, et ça fait du bien plus aucun jeu était à la hauteur.
Rien à dire 20 pour ce bijoux...",ghostangel81,LOW
1510,Tom Clancy's Rainbow Six Siege,"Un bon jeu même si des problèmes de connection et ou de déconnection persistent.
 Quelques bugs ci et là mais quel plaisir d'y jouer.
 Que ce soit seul en multi ou , évidemment , en communiquant en équipe avec un groupe d'amis.
 Je mets 18 pour contrer tous les Cassos qui mettent des 1,2 3 etc... pour baisser la note et promouvoir leurs jeux qui sont entre autres COD 3 et Battlefield. Sinon j'aurai mis un 16.
 Ce jeu n'est pas un jeu de bourrins et je dirais même que c'est un jeu plutôt ""adultes""",K-_-MaGhReBiNa,LOW
1511,Tom Clancy's Rainbow Six Siege,"Points négatifs : problèmes de net code ,difficulté à se connecter ,déconnections intempestives , graphisme moyen en rapport avec la puissance de la console.
Points positifs : Plaisir de jouer en équipe entre potos , peur et concentration avant assauts .
Résultats : Je l'ai payé 53 euros et je pense que pour ce prix il vaut le coup , je trouve ce jeu très addictif avec des DLC gratuites pendant au moins toute l'année 2016 . Donc durée de vie pas mal. A avoir dans sa ludothèque sans soucis",sociopathe_13,LOW
1512,Tom Clancy's Rainbow Six Siege,"Sincèrement ? ÉNORME jeu ! les bruitages sont parfaits, les graphismes je les trouve très bien (surtout l'intérieur des bâtiments, tout est destructible ! quand on passe à l'action je peux vous dire que ça déménage.C'est pour moi un très bon jeu ! Je ne suis pas un fan des RS mais la... Moi qui adore tout ce qui est GIGN etc., je suis servis ! en plus, on a enfin un jeu ONLINE qui se base SURTOUT sur le jeu en équipe ! c'est un jeu à jouer avec les potes, tout coordonner, calcule etc., c'est vraiment énorme, celui qui joue seul à de forte de chance de se faire allumer rapidement.Et il y a enfin la tire alliée ! ce qui permet de pas tiré dans tous les sens comme un guignol sans ""rien craindre"" il faut faire attention ou on se place et où on tire et il y a aussi une bonne punition pour ceux qui s'amusent à faire ça. Ensuite, le jeu nous fait jouer contre des gens de notre pays, par exemple, je tombe que sur des Français et c'est plutôt agréable.Ensuite, le jeu nous lâche pas ""online"" alors qu'on connais rien, il y a des missions ""situation"" qui sont là pour nous apprendre les bases et nous apprend aussi à jouer. Ensuite, pour les ""nouveaux"" il y a le mode normal, online normal, ensuite, au niveau ""20"" (qui est long à monter) il y a le mode Online classé qui se débloque et je trouve ça très bien, ça permet d'être sur de ne pas tomber sur des niveaux 1 qui n'y connaissent rien.Voilà, c'est donc pour moi un bon jeu et je suis content qu'un jeu comme ça sorte.",Notreturn2,LOW
1513,Tom Clancy's Rainbow Six Siege,Très bon fps qui pour moi et le meilleur fps de l'année 2015 car on nous livre un jeux qui et très bien équilibré . Chaque classe à ses avantages et ses inconvénients se qui pour moi et juste génial.,DARK-VENUM,LOW
1514,Tom Clancy's Rainbow Six Siege,pas de 20 car les bug peuvent être assez grisant s'il ne sont pas régler mais sinon... ça fait un long moment que je n'ai pas aimer un fps sur ma console... en faite depuis la sortie de la console... ENFIN ! Merci pour ce jeu !,maniak17,LOW
1515,Tom Clancy's Rainbow Six Siege,"Très bon jeu rien a dire bon graphisme bon gameplay et très fun,a pars les bug mais c'est pas très souventpour ma pars et sa n'enlève pas de point pour moi",tncooper,LOW
1516,Tom Clancy's Rainbow Six Siege,"Super bon jeu,  j ai mis 20 car il est excellent même s il y a de nombreux bugs,... (netcode, hitbox...) car les serveurs sont excellents mais c le netcode qui est deguelasse,  il y a de plus en plus d agents donc plus de tactique... plus un agent est vieux plus il est pas chere et ça c cool,  on a du contenu régulier,  des nouveaux pays ,rework de map ,...et tout ça gratuit bien sûr toute les mi saison il y a des event comme Mad house ou rainbow is magic,  jeu compétitif qui dépassera sans doute un jour csgo,  côté esport il y a de la pl tt les semaines avec des saisons de pl et cl ,il y a des dreamhack,  des major,...comme le six inviational. Le fait de pouvoir détruire les murs... est excellent,  une balle dans la tête tu meurt c une très bonne chose, bientôt il y aura l anti tk... la commu sur Xbox et Pc est passable mais ps4 et a revoir... pour moi c le meilleur fps de ses dernières années ^^ et ceux qui note le jeu -10/20 à cause de la commu c débile,  on note le jeu pas une commu,  ubi peuvent rien faire surtout que bientôt il y aura l anti tk et sur Pc il y a l anti cheat . ^^ SUPER JEUX!!!",Arnaudc633,LOW
1517,Tom Clancy's Rainbow Six Siege,"Beaucoup de fps sont sortie ces derniers temps mais aucun ne vaut celui ci
ce je demande beaucoup de pratique et de cooperation il pousse au realisme gameplay est epousstouflant.",RushApes,LOW
1518,Tom Clancy's Rainbow Six Siege,"Excellent jeu, depuis le temps qu on attendait la suite!
Si vous aimez les FPS tactiques, ce jeu est fait pour vous ; réaliste, difficile, prenant, bon contenu personnalisable.Il y a tellement de combinaison d’attaque possible !
L'idéal étant de jouer avec 4 autres amis pour avoir une escouade complète de 5 joueurs.
Attention par contre, le jeu est clairement destiné au jeu multijoueur, le solo est quasi inexistant.
Malgré quelque bug le jeu mérite largement cette note...",Ultime360,LOW
1519,Tom Clancy's Rainbow Six Siege,"Très bon jeux, petit regret tout de même sur le mode chasse au terroriste, pas de possibilité de choisir le type de chasse au terroriste ( otage, désamorçage de bombe...  ) et pas le choix des maps. Chose qui était le cas à l'époque de Végas sur 360.
Sinon très bon jeux, les bugs de connexion ont été corrigé depuis la dernière mise à jour.",julien1701,LOW
1520,Tom Clancy's Rainbow Six Siege,"Je mets un 20 à ce jeu car il a enfin permis de renouveler le FPS et le gameplay est vraiment différent des autres jeux comme cod, bf et j'en passe. Le meilleur FPS de 2015 pour moi, je vous le recommande fortement et j'éspère qu'il vous plaira.",DreamSpatial,LOW
1521,Tom Clancy's Rainbow Six Siege,"Meilleur FPS que j'ai jouais !
Un graphique jolie !
Une cohésion de groupe au Top !
Dès mode jamais vu !
Un réalisme sympa !
Des équipe où on peut se mettre dans la peau de notre pays !
Certe souvent problème de connexion mais quand on voie que call of niveau de connexion on bug à tous va et on peut pas jouait on peut pas comparée je préfère mettre plus longtemps à trouver une partie que bugé dans une partie !
Ce jeux mérite la meilleur note de tous les fps !",nicotoretto,LOW
1522,Tom Clancy's Rainbow Six Siege,"C'est un excellent jeu, j'ai (presque) rien à redire =D J'aurais mis un 20 si il n'y avait pas eu c'est quelques bug de matchmeking, mis c'est vraiment petit comparé à c'est nombreuse qualité =)
Il n'a pas de campagne",xdPaTrioTe,LOW
1523,Grand Theft Auto : San Andreas HD Remaster,"Tout simplement LE meilleur GTA de tout les temps, et pour moi le meilleur jeu auquel j'ai pu jouer. Alors le retrouver en version remastérisée, c'est juste magique ! J'ai tout de même pu remarquer quelques bugs très mineurs : la radio saute quand on roule vite, quand on fait le code ""Voiture volante"" et qu'on va haut dans le ciel, on peur apercevoir des espèces de carrés à gauche et à droite de l'écran. Mais ces bugs ne sont pas dérangeants quand on connait le magnifique scénario du jeu, les possibilités alléchantes, et surtout, ce bon vieux CJ que personne ne peut détester. Pour moi, ce sera un 19 !",Nuagedusol,LOW
1524,Kung Fu Panda : Le Choc des Légendes,Ce jeu n'est pas parfait mais ne mérite pas un zéro !Je vais donc faire remonter sa note !Il me manque des caractères donc je vais écrire n'importe quoi,Deflox_ACNL,LOW
1525,Kung Fu Panda : Le Choc des Légendes,"Bon alors ce jeu ne mérite certainement pas un 0 mais je le fais histoire de contrebalancer les mauvaises notes abusives. Si vous voulez jouer à un Smash Bros like mais que vous n'avez pas de console Nintendo, ce jeu fait très bien l'affaire bien qu'il reste quand même en dessous du jeu de Nintendo.",Pachanga270,LOW
1526,Saint Seiya : Soldiers' Soul,"Enfin les God cloth pour les chevaliers de bronze, plus les armures d'or divines et asgard.
C'est ce qu'on voulait et on l'a eu enfin merci ! Je mettrai une note de 19/20",ultraslan59,LOW
1527,Saint Seiya : Soldiers' Soul,"Si les joueurs XBox pouvaient éviter de mettre 0/20 car le jeu est une exclu Playstation ca serait sympa.
Sinon pour en revenir au jeu, je le trouve beau quoi qu' on en dise, riche en personnages, possède  une bonne durée de vie et différents modes de jeu (histoire, tournois, survie,....)
Je conseil d' ailleurs au x joueurs de regarder des streams du jeu pour se faire leurs propres idées ;)",ClasseTyphoon,LOW
1528,Saint Seiya : Soldiers' Soul,"Voila sa m'est pénible de mettre 20/20 qui n'est pas ma note mais les mecs qui mettent 0 uniquement pour faire baisser les note sa me saoul . Au moins ceux qui mettent de grosse note même si certain font cela en tant que fanboy eux votent avec leur cœur pas avec leur rage .Ma vrai note serai de 14,5 .
Graphisme sans pour autant être merveilleux il a le mérite d'être fidèle .Mode histoire ma fille qui n'a jamais vu la série ne veut pas que j'avance sans elle car elle suit l'histoire et sa l'intéresse .Contenu tous les plus important son présent ( les silvers et quelque autre spectre manquant ne sont pas des personnages très important ) et toutes les différentes version d'armure sont présente  .Gameplay il n'a rien a envier au naruto si c'est répétitif a ce moment la naruto aussi .
Je passe des heures en ligne a trouver des failles a exploiter pour déstabilisé mes adversaires ! Les BBA sont vraiment nombreuse et magnifique .",itachi316,LOW
1529,Saint Seiya : Soldiers' Soul,"20/20 pour ceux qui mettent 0 sans avoir le jeux =)sinon 13/20 pour les joueurs non fan15/20 pour les fans de ce manga.graphisme faible pour une ps4 , big bang attaque incroyable ,avec voix jap au top , combat simpliste mais correct et un paquet de persos !!perso ca je m'amuse dessus .......meme si ils peuvent faire vraiment, mais vraiment mieux !!",artetaxcliff,LOW
1530,Saint Seiya : Soldiers' Soul,"Franchement je me demande si les testeurs de jeux vidéo y connaissent quelque chose pour faire preuve de tant de mauvaise foi. Lorsque je vois des jeux sans envergure notés 18 ou 19  comme ori the blind forest, je rigole. Et oser mettre 11/20 à saint seiya soul soldier c'est hallucinant. Perso j'ai reçu FIFA 16 et saint seiya ps4 en même temps. J'ai commencé par FIFA  qui est génial et je me suis attelé à Saint Seiya et bien depuis je ne décroche plus, il est magnifique rapide maniable. C'est une drogue tant que je n'aurais pas tout fini à 100 % et bien je ne décrocherais pas, je félicite Bandai pour la première fois ils ont su retranscrire le jeu que tous les vrais amateurs et connaisseurs des chevaliers du zodiaque attendaient. Le seul bémol et qui je l'éspère sera corrigé pour un futur jeu ce sera d'incorporer tous les chevaliers d'argent et de métal ainsi que les plus grands spectres comme le pharaon et le juge concernant l'arc d'hadès. Je jouerais à fifa 16 quand j'en aurais fini avec saint seiya il est dans mes jeux préférés et de loin et pourtant j'ai eu pratiquement toutes les consoles depuis 28 ans.",olidar,LOW
1531,Saint Seiya : Soldiers' Soul,"si vous êtes fan du dessin animé...achetez le de suite.
je ne comprend pas ceux qui lui mettent moins de 15/20
(c'est la note que je lui mettrais normalement)
les plus:différents modes de jeu,combats dynamiques,nombreux persos(72)très beaux graphiquement,nombreuses arènes(42).
les moins:j'aurai tant aimé avoir une traduction française,les arènes auraient pu être une peu mieux détaillées.
MAIS quel plaisir de retrouver Seiya et sa bande.",KO-tech,LOW
1532,Saint Seiya : Soldiers' Soul,"Déception : juste d'avoir acheter neuf Brave Soldier et tous ces DLC. Je ne comprend pas la note de ""jeuxvidéo.com"" il suffi enfin d'aimer et jouer pour débloquer de nombreux persos, musiques et autres. Pas d'histoires pour les nouvelles armures d'or certes mais le mode est jouissif et les armures ainsi que les techniques sont bluffantes. Enfin des persos d'asgard jouables c'est le pieds et en plus l'histoire est jouable. Justement le mode histoire est remplie de cinématographiques c'est du bon boulot. Vous l'avez peut être pas remarquer mais les chevalier de bronzes ont leur armures divines. Ce jeux est celui que j'attendais et imaginais, manque juste les dieux du films Elyison. Le jeux ai si bien que j'ai laché DB Xenorverve qui lui m'à vraiment décu avec ces DLC minables alors que l'on parlait de 6 DLC à sortir... Acheter Soldier's Soul et comme moi défendez le.",angeazrael2,LOW
1533,Saint Seiya : Soldiers' Soul,"Comme d'habitude, il ne sert à rien de tenir compte de l'avis de Romendil qui ne sait globalement que mettre des 20/20 aux ZELDA, vous l'avez compris depuis le temps.Honnêtement, le jeu en réalité mérite un 14 (le 20 est pour rééquilibré les notes des décérébrés).Je ne conseille pas de prendre cet opus si vous avez celui PS3 ( peu de changements sont à l'ordre du jour), par contre si vous n'avez pas/jamais touché à un saint seiya depuis longtemps, ce jeu est plus que correct et sera vous apporter le fan service que vous attendez. ( a l'instar d'un jeux naruto qui sont souvent loin d’être exceptionnels mais remplissent leurs rôle de fan service. )Donc voila à réserver aux fans principalement, on attends toujours le jeu saint seiya qui sera vraiment de qualité mais en attendant, cela reste plus que correct, des attaques très jolies et impressionnantes avec son propre signe du zodiaque, c'est déja jouissif !",Serkeril,LOW
1534,Saint Seiya : Soldiers' Soul,"Superbe jeu pour les fans de l'anime, les mouvements des chevaliers sont bien retranscrit par rapport au manga ainsi que les rafales et BBA. Le système de combat est plaisant et dynamique, les graphismes je les trouve top (sur PC), on parle de décors vide mais en fait si on regarde l'anime les décors sont vraiment vide, donc ou on modifie les décors et graphismes de base et on s’éloigne de l'anime ou on y reste fidèle, même si l’éditeur a rajouter pas mal de détails supplémentaires sur les décors ça ne dénature pas l'esprit de base. Enfin musique pas trop mal mais rajouter y le MOD musique original et la ça change tout. Vu ce que la licence propose il aurait était difficile de faire mieux.
Actuellement le meilleur jeu de la licence Saint Seiya. Je met 20 pour remonter la note de certains mais sinon il mériterait un bon 17 pour les fans.",Genzo19,LOW
1535,Saint Seiya : Soldiers' Soul,"Je ne comprends ni pourquoi JVC a mit un 11/20 à ce jeu, ni pourquoi les joueurs Xbox s'acharnent sur ce jeu sous prétexte qu'il n'ont rien de comparable en exclu jeu de combat.
Honnêtement, après avoir joué un certain nombre d'heures, ce jeu mérite un 15/20. Si j'ai mis 20, c'est uniquement pour remonter la sale note qui lui a été injustement attribué. N'ayant pas fait les autres Saint Seiya sur PS3, j'ai été agréablement surpris par la qualité de jeu qui est n'est pas exempt d'imperfections (ex: difficulté mal dosée), mais qui a le mérite d'en faire un bon jeu de combat (même comparé à leurs homologues Dragon Ball) que ce soit pour les fans et ceux qui découvrent la franchise Saint Seiya.
Graphiquement plus que correct, le jeu sais se montrer très agréable à l'oeil, notamment au niveau de la modélisation des personnages. Le seul hic reste les ombres qui sont vraiment mal faites.
Niveau bande son rien de notable, mais les musiques sont plutôt sympa bien que répétitives.
Concernant le durée de vie, certes JVC déplore les ajouts liés au innombrables missions et choses à débloquer mais au final, la durée de vie du jeu est nettement supérieure à celle du MK X.
Ce jeu conviendra autant au fan qu'aux amateurs de jeux de combats ayant envie de découvrir la licence. Malgré ses défauts, il reste au dessus d'un bon nombre de jeux vidéos de combats présents sur le PS4.",-Asgard-,LOW
1536,Skylanders Superchargers,"Ah Skylanders Superchargers, un de mes jeux vidéo préférés. Je pense que c'est un des meilleurs Skylanders dû à tous les efforts fournis par Vicarious Visions. Les graphismes sont de très bonnes factures, qu'on soit sur PS4, PS3 ou Wii U. Très colorés, on sent qu'on est transporté dans un univers magnifique avec des teintes sombres pour certains niveaux. D'ailleurs, le scénario est encore plus développé que dans les précédents épisodes, plus sombre, ce qui est assez rare dans ces types de plateformes, où l'on voit enfin Kaos, devenu Empereur (j'ai adoré d'ailleurs ce surnom, en tant que fan de Napoléon 1er), conquérir les Skylands à l'aide des Ténèbres, et au fil du jeu, faire face à un dilemme. La jouabilité est toujours aussi plaisante, avec la grande nouveauté qui se démarque de ses concurrents (inférieur), la possibilité de conduire plusieurs types de véhicules, en gardant le côtés action/aventure si propre à cette série. Et comme l'a dit Stim 971, le modèle économique a été grandement amélioré, il suffit d'acheter 2 véhicules supplémentaires en plus du pack de démarrage et le jeu est à 100% finissable. Pour la musique, elle est très relaxante, comme on est habitué dans les jeux Skylanders, s'adaptant aux passages, une de mes OST préférées. Pour le doublage VF, il est parfait, Gilbert Lévy est très bon en Kaos. Pareil pour la VO.Maintenant, je voudrai ajouter un commentaire sur les mauvaises notes, si vous détestez le faites que des entreprises fasse des jeux comme ça, ou des remasters d'ailleurs, venez pas mettre des notes pourries alors que le jeu est tout bonnement excellent, on croirait Gamekult.",GenieNB1,LOW
1537,FIFA 16,"La simulation de football la plus populaire dans le monde revient après un an de préparation et s'incruste dans les chaumières de la plupart des joueurs. Toujours de plus en plus beaux, plus réaliste et plus immersif, le 22 volet de la saga s'annonce comme le plus grand hit sportif de l'année. L'étude de la balle, les trajectoires, les aptitudes des joueurs ont été améliorées, sans compter le mode de jeu FIFA UT. Certes beaucoup d'éloges pour ce jeu qui ne mérite malheureusement pas 20 (plutôt un 17) mais beaucoup de gens très influencés par l'avis des autres à leur égard auront dénigré ce jeu d'un travail exemplaire pour une saga qui est en constant progrès depuis 1995.Pavay",DerekFrost,LOW
1538,FIFA 16,"Alors pour moi le jeu vaut un 15/20. Iil faut construire dans ce jeu-ci pour y arriver, et ca c'est cool! Je joue surtout aux modes carriere et y a pas trop de changement malheureusement :/ Voila 15/20 car FIFA est toujour une bonne simulation de foot mais faut commencer a avoir de nouvelles idées pour les prochaines fois ! (J'ai mis 20/20 parce que la note de 9/20 n'est pas réaliste, y en a qui mettent 0/20 ou 2/20 sans explications donc je mets 20 pour remonter tout ca faut pa déconner)",trunks851,LOW
1539,FIFA 16,"Juste pour réequilibrer les notes de certaines qui, apparemment, préféraient quand ça courait de partout et que les passes en pivot dans le dos sans regarder passaient...bref, quand c'était pas du foot. Fifa 16, c'est du foot, du moins ça y ressemble un peu plus.",Tmac089,LOW
1540,FIFA 16,"je met 20 uniquement pour palier au 0 mit par les kikoo qui ne comprennent rien au foot...
sinon pour ce qui est du jeu je lui donne un bon 17 c est surment le meilleur opus de la serie depuis un bon nombres d'années
fini les drible a tout vas,les course folles droit devant et les L1 triangles a repetition, place au jeu en decalage, au passes simple,a la defense...pour une fois on peu poser le jeu,preparer les attaques... enfin bref quel pied si vous cherchez un jeu simple ou l ont balance des grand ballons devant ou des passes qui arrive a tous les coups passé votre chemin mais si vous cherché plus la tatique ,le jeu simple ce fifa est pour vous....",cantalou_du33,LOW
1541,FIFA 16,"Je ne fais jamais ça d'habitude (surcoter), mais là... entre les jeux très bon, mais des joueurs pourrissent les prix sur FUT -> 0 (ce qui sous-entend quand même que le gars souhaite fortement jouer à ce mode, par extension, au jeu) et les, j’achète chaque année et trop peu de changement -> 0  (de 1, c'est faux, de 2 un gars qui est visiblement fan de la série)Ma vraie note aurait été de 17/20, mais je tente un équilibrage, bien qu'il en faudrait une 20 aine pour compenser ces 0 de mauvaise foi.
Et aussi, il faudrait par moment penser à coter un jeu pour le jeu en lui même et pas en comparaison de ses prédécesseurs (pensez qu'il y aura toujours quelqu'un pour qui ce sera le premier jeu de foot)je développe quand même mon 17/20:Jeu relativement beau, sans casser 3 pattes à un canard.Niveau Gameplay, c'est assez réaliste, au niveau des mouvements des joueursNiveau contenu, ça semble un acquis évident pour tout le monde, mais ce jeux contient quand même une quantité de joueurs/équipe/championnats assez impressionnante (ce n'est pas parce que c'est comme ça depuis longtemps que ce n'est pas une qualité)En ce qui me concerne, j'ai l'impression de voir un vrai match de foot quand je joue, il y a peu ou pas d'actions visibles en vrai qu'on ne peut reproduire dans ce jeu.",Kiliny,LOW
1542,FIFA 16,"Très bon jeu, très bon gameplay, le jeu est tellement plus réaliste, construire nos actions.Je met 20 pour compensé ces notes en dessous de 5, le jeux est tellement mieux qu'avant !
Ma vrai note aurait été de 17.",skillbox,LOW
1543,FIFA 16,"Je ne jugerai personnellement que sur le mode solo car ultra adepte du mode carrière et des matchs amicaux contre l'IA.Le ressenti ? Mo-nu-men-tal ! EA a clairement axé le jeu sur la simulation en comparaison à l'opus précédent. La vitesse de jeu revue à la baisse est un peu déroutante au premier abord mais s'avère au final parfaitement dosée.Tout se joue désormais dans le contrôle du ballon, le jongle entre le système de passes appuyées et passes simples. Une fois maîtrisé (il faut compter en légende une bonne trentaine d'heures de jeu), le gameplay s'avère quasi parfait.J'ai du mal à comprendre la notation de certains tant cette version frôle la perfection en solo.",sinama,LOW
1544,FIFA 16,"Je joue à Fifa depuis Fifa 12. FIFA 16 est sans l'ombre d'un doute la meilleure mouture.
Il nécessite surement plus de technique, de finesse, de patience que les autres versions, mais du coup ressemble bien plus à la réalité.
Je met 19 pour compenser les notes totalement délirantes que je vois ici. En fait ceux qui le note mal sont surement partisan de la facilité et du jeu de réflexe. Enfin un Fifa ou la vitesse de course n'est pas privilégié, mais ou la stratégie et la tactique sont importantes.
Comment peut 'on mettre moins de 15 à un tel jeu. C'est hallucinant. Ce jeu est EXCELLENT, riche et varié dans ses choix (FUT, foot féminin, en ligne seul ou avec des amis...). Vous connaissez Fifa il y a toujours a faire.
Merci EA.",beaulieux,LOW
